loss,mae,val_loss,val_mae
,0.5081635117530823,,0.08213219046592712
,0.5085257887840271,,0.09513382613658905
,0.5081301331520081,,0.1123981699347496
,0.5084006190299988,,0.1306740939617157
,0.508402943611145,,0.14933538436889648
,0.5081221461296082,,0.16792041063308716
,0.5082316398620605,,0.18592339754104614
,0.5079339742660522,,0.20301330089569092
,0.5077461004257202,,0.21916544437408447
,0.5082353353500366,,0.23434768617153168
,0.5083667039871216,,0.24856552481651306
,0.5080178380012512,,0.26192325353622437
,0.5079809427261353,,0.2745504379272461
,0.5084813237190247,,0.2865482568740845
,0.5081680417060852,,0.29795581102371216
,0.5082758069038391,,0.3088533878326416
,0.5083420276641846,,0.31924527883529663
,0.5080811977386475,,0.3291594982147217
,0.5081664323806763,,0.33857715129852295
,0.5080373287200928,,0.34749582409858704
