loss,mae,val_loss,val_mae
0.6806439161300659,0.6945774555206299,0.7381817102432251,0.7337856292724609
0.48093941807746887,0.5731218457221985,0.721464991569519,0.7230645418167114
0.41053885221481323,0.5149929523468018,0.7031877040863037,0.7117112278938293
0.37818095088005066,0.4863215684890747,0.6837641000747681,0.701238751411438
0.3613646626472473,0.4714956283569336,0.6652230620384216,0.6914604306221008
0.3496429920196533,0.4603211581707001,0.6460387706756592,0.6810646057128906
0.3418031930923462,0.4523070156574249,0.6287810802459717,0.6714779138565063
0.3363329768180847,0.44669458270072937,0.6082249879837036,0.659759521484375
0.3325333595275879,0.4432731866836548,0.5887100696563721,0.6484211683273315
0.3278202414512634,0.43747591972351074,0.5677136182785034,0.6360533833503723
0.32537925243377686,0.43491482734680176,0.5467380285263062,0.623470664024353
0.3237367272377014,0.4331139326095581,0.5303672552108765,0.613808274269104
0.3216387629508972,0.43098151683807373,0.5133802890777588,0.6035552024841309
0.3198179602622986,0.4285028874874115,0.5000640153884888,0.5954961776733398
0.31789329648017883,0.4259061813354492,0.4882848858833313,0.5879117250442505
0.317095547914505,0.4253082275390625,0.47455868124961853,0.5794706344604492
0.3161430358886719,0.4242410659790039,0.4654032588005066,0.5737625360488892
0.3163664937019348,0.4246513247489929,0.4584752321243286,0.5692572593688965
0.31489700078964233,0.4228878319263458,0.450556218624115,0.5641449689865112
0.3136558532714844,0.421347975730896,0.44417238235473633,0.5599215626716614
0.313837468624115,0.4219645857810974,0.43764054775238037,0.5557063221931458
0.31434550881385803,0.42324912548065186,0.4337327480316162,0.5532773733139038
0.31179603934288025,0.418881893157959,0.4264254570007324,0.5481390953063965
0.31317639350891113,0.42154163122177124,0.42324766516685486,0.5457512140274048
0.3108513653278351,0.4179428517818451,0.42044204473495483,0.5441723465919495
0.3109952211380005,0.41826388239860535,0.4152217209339142,0.5403499603271484
0.3098868429660797,0.4167735278606415,0.40996265411376953,0.536428689956665
0.3091127276420593,0.415214866399765,0.40568968653678894,0.5334897041320801
0.3094482123851776,0.41619646549224854,0.4046979546546936,0.5327726602554321
0.31023672223091125,0.41796398162841797,0.40240049362182617,0.5311880111694336
0.3085678815841675,0.41496509313583374,0.3984287977218628,0.5273487567901611
0.3078482449054718,0.4139400124549866,0.3936745524406433,0.5246373414993286
0.3073204457759857,0.4133281707763672,0.391481876373291,0.5223790407180786
0.30638912320137024,0.41185638308525085,0.3866899907588959,0.5177758932113647
0.30648767948150635,0.4117596745491028,0.382271409034729,0.5140892863273621
0.30730560421943665,0.4135180413722992,0.3852023482322693,0.5182018876075745
0.3065938353538513,0.4130392074584961,0.38099420070648193,0.5140336751937866
0.3059501349925995,0.41154396533966064,0.3744412660598755,0.5077802538871765
0.30610281229019165,0.41210615634918213,0.3736186623573303,0.5077548027038574
0.30507540702819824,0.410698264837265,0.3678697943687439,0.5012965202331543
0.30448704957962036,0.4094820022583008,0.3664264678955078,0.5011391639709473
0.3045623004436493,0.40983206033706665,0.3652939200401306,0.5000292062759399
0.3041696846485138,0.40897274017333984,0.3604101538658142,0.4950047731399536
0.3032709062099457,0.40797707438468933,0.3593960404396057,0.49336087703704834
0.30377131700515747,0.4092984199523926,0.35555824637413025,0.4874070882797241
0.30350592732429504,0.4089919328689575,0.35259658098220825,0.4878782033920288
0.3031865060329437,0.40840020775794983,0.35043859481811523,0.48450785875320435
0.30188432335853577,0.4068194627761841,0.3476603329181671,0.48022162914276123
0.30117738246917725,0.40506258606910706,0.3440883755683899,0.47405245900154114
0.3019198179244995,0.40688520669937134,0.34694528579711914,0.4771999418735504
0.3019307553768158,0.4064197838306427,0.34116798639297485,0.4722560942173004
0.30081722140312195,0.4053260087966919,0.3422197699546814,0.470778226852417
0.30132678151130676,0.40622472763061523,0.33819788694381714,0.46712052822113037
0.2988206744194031,0.40233978629112244,0.3385830819606781,0.4637724757194519
0.2992144525051117,0.4030599296092987,0.34625327587127686,0.46713924407958984
0.29956644773483276,0.4036862254142761,0.32831063866615295,0.4583463966846466
0.2981490194797516,0.40226179361343384,0.33173173666000366,0.4569704532623291
0.297310471534729,0.4008154273033142,0.3397737741470337,0.461276650428772
0.2967560887336731,0.39991775155067444,0.33930933475494385,0.46203699707984924
0.2966699004173279,0.4000983238220215,0.3345281481742859,0.45775824785232544
0.29528093338012695,0.3977329134941101,0.32798296213150024,0.44969379901885986
0.2947605848312378,0.3971080780029297,0.3364288806915283,0.4555057883262634
0.294548898935318,0.3969001770019531,0.32627564668655396,0.44536617398262024
