loss,mae,val_loss,val_mae
,0.5324706435203552,,0.3283591866493225
,0.5321903228759766,,0.3106576204299927
,0.5328606963157654,,0.3006797730922699
,0.5324163436889648,,0.29729601740837097
,0.5327540636062622,,0.2989226281642914
,0.5322903990745544,,0.30374324321746826
,0.5322389006614685,,0.31063202023506165
,0.5323670506477356,,0.318853497505188
,0.5326821804046631,,0.32786741852760315
,0.5326029062271118,,0.33727970719337463
,0.5322626233100891,,0.34676653146743774
,0.532534122467041,,0.35616788268089294
,0.5324822068214417,,0.365294486284256
,0.5325251221656799,,0.3740021586418152
,0.5323002338409424,,0.38220420479774475
,0.5326366424560547,,0.38984763622283936
,0.5328701138496399,,0.3969244062900543
,0.5326526165008545,,0.40340566635131836
,0.5324409604072571,,0.40934085845947266
,0.5325441956520081,,0.414775550365448
